W,2018,Nominal,5.0,200,300,1.015232832331004,0.07299516180427412,0.0329949782319105

W,2018,Nominal,5.0,300,400,1.0262724517712463,0.0796128335692613,0.09061680739568656

W,2018,Nominal,5.0,400,800,1.1618406081440518,0.1427165764604552,0.1623263594732257

W,2018,Nominal,1.0,200,300,1.0207719507098578,0.02690925331582794,0.022482432399033303

W,2018,Nominal,1.0,300,400,0.9662561264360947,0.05594758980276515,0.05535242117725969

W,2018,Nominal,1.0,400,800,1.0342599879066012,0.1560764591233591,0.059018250935544414

W,2018,Nominal,0.5,200,300,0.8916898767041578,0.025075497400440905,0.022158744403629638

W,2018,Nominal,0.5,300,400,0.8739086463525401,0.054830386704272205,0.025863559827948746

W,2018,Nominal,0.5,400,800,0.874348326268582,0.08838743871532617,0.06205314407461171


W,2017,Nominal,5.0,200,300,1.0594467407510653,0.06450862631724785,0.05141082528499452

W,2017,Nominal,5.0,300,400,1.0681023994893237,0.07090597397908116,0.10857980986795207

W,2017,Nominal,5.0,400,800,1.1088731271809773,0.1712376434049938,0.16189605518799743

W,2017,Nominal,1.0,200,300,0.9587246533669983,0.040422897033849936,0.04680109244747821

W,2017,Nominal,1.0,300,400,0.9439519374013672,0.052956710009177455,0.08460017084174382

W,2017,Nominal,1.0,400,800,0.7885701617038146,0.09584342583997385,0.1244672628782863

W,2017,Nominal,0.5,200,300,0.9312602988581649,0.03757637686976645,0.025369301998965865

W,2017,Nominal,0.5,300,400,0.8888791161455953,0.03204540181548643,0.02916984299483044

W,2017,Nominal,0.5,400,800,0.7874248132193202,0.11770157229453493,0.11614097356312864


W,2016-RunFGH,Nominal,5.0,200,300,1.3252393934339752,0.2637682305439748,0.3690533462901563

W,2016-RunFGH,Nominal,5.0,300,400,1.03602530145928,0.13461939426429326,0.2335249972758235

W,2016-RunFGH,Nominal,5.0,400,800,1.057893614667379,0.14366556189273427,0.13293171918031427

W,2016-RunFGH,Nominal,1.0,200,300,1.1277146862875185,0.06347493639596635,0.06355513497258214

W,2016-RunFGH,Nominal,1.0,300,400,1.0836717298969585,0.049694041648482346,0.0456811845094115

W,2016-RunFGH,Nominal,1.0,400,800,1.155322907991434,0.13837723466132212,0.07985775972577314

W,2016-RunFGH,Nominal,0.5,200,300,1.0070754979118601,0.03924686225998919,0.03744092024580048

W,2016-RunFGH,Nominal,0.5,300,400,0.9544834920137664,0.05977861242522742,0.04202920805173388

W,2016-RunFGH,Nominal,0.5,400,800,0.9520494290102449,0.09900686900643507,0.09659807429823458


W,2016-RunBCDEF,Nominal,5.0,200,300,1.068682130166015,0.03152041939219363,0.2633234295405093

W,2016-RunBCDEF,Nominal,5.0,300,400,0.9633918974993291,0.07491282006829247,0.08394047863056131

W,2016-RunBCDEF,Nominal,5.0,400,800,1.1669175779068541,0.069,0.256

W,2016-RunBCDEF,Nominal,1.0,200,300,1.0112160124733622,1.0112160124733622,0.005465987283177598

W,2016-RunBCDEF,Nominal,1.0,300,400,1.0030071418307132,0.0938784945034159,0.10313623868572142

W,2016-RunBCDEF,Nominal,1.0,400,800,1.0529715854028163,0.10026392476050128,0.1004798066677628

W,2016-RunBCDEF,Nominal,0.5,200,300,0.9885688949491379,0.06403079626501329,0.06146208378962281

W,2016-RunBCDEF,Nominal,0.5,300,400,1.029636050453152,0.10405381164675886,0.044860843269695805

W,2016-RunBCDEF,Nominal,0.5,400,800,1.0374200373620732,0.09092040667580814,0.07030884889378247


