W,2018,MD,2.5,200,300,0.9190298705570141,0.019133418313060258,0.022213209889155705

W,2018,MD,2.5,300,400,0.91497012004329,0.021042142455296897,0.02020293492707881

W,2018,MD,2.5,400,800,0.8647360917703466,0.03861458078723401,0.04112924159099074

W,2018,MD,1.0,200,300,0.8634666100405313,0.01976610829273484,0.020531964646055834

W,2018,MD,1.0,300,400,0.8614614438439079,0.02132661802511293,0.021720285208615353

W,2018,MD,1.0,400,800,0.8152646656428022,0.03804387486150085,0.038157492538026916

W,2018,MD,0.5,200,300,0.8142381072562699,0.02080028476344986,0.025445994517837023

W,2018,MD,0.5,300,400,0.8144892282975787,0.02307827769971449,0.023090889513834978

W,2018,MD,0.5,400,800,0.7686201753237074,0.03886600828228404,0.04079137354527396


W,2017,MD,2.5,200,300,0.982730281923659,0.036673732392177194,0.03593481145009797

W,2017,MD,2.5,300,400,0.9594886915963721,0.02437641178667438,0.02474377023123797

W,2017,MD,2.5,400,800,0.9892794381973279,0.04497765154075517,0.04720321554228557

W,2017,MD,1.0,200,300,0.918743136510155,0.04068105977223624,0.04253825676422884

W,2017,MD,1.0,300,400,0.898412171557027,0.02500432426821242,0.024991547234687606

W,2017,MD,1.0,400,800,0.9039402189100576,0.045117445347443996,0.04548813841444799

W,2017,MD,0.5,200,300,0.8555180974523378,0.0283034531162365,0.032316100577830575

W,2017,MD,0.5,300,400,0.8440061389098098,0.025807274531479574,0.02635991726279796

W,2017,MD,0.5,400,800,0.8608276370198319,0.04413138554471052,0.04597389622181508


W,2016-RunFGH,MD,2.5,200,300,0.9450578338842212,0.0636582927237117,0.05026579254779012

W,2016-RunFGH,MD,2.5,300,400,0.9092346655321338,0.03703680267053133,0.03772561131817631

W,2016-RunFGH,MD,2.5,400,800,0.8925475131701243,0.06871418729146117,0.07248030367171265

W,2016-RunFGH,MD,1.0,200,300,0.887064825215807,0.04387845567911064,0.04742499030716374

W,2016-RunFGH,MD,1.0,300,400,0.8662333616667055,0.03701362814765874,0.038059141188278967

W,2016-RunFGH,MD,1.0,400,800,0.7866962271032931,0.06577430373422988,0.06748947013573098

W,2016-RunFGH,MD,0.5,200,300,0.8578770720810618,0.041861699988094636,0.023774482530758756

W,2016-RunFGH,MD,0.5,300,400,0.8313985780254843,0.0389008458789295,0.03997533404797682

W,2016-RunFGH,MD,0.5,400,800,0.7322054452349709,0.06039902846704037,0.06300043645628861


W,2016-RunBCDEF,MD,2.5,200,300,0.9195379553371,0.06554066913349732,0.036269103542342196

W,2016-RunBCDEF,MD,2.5,300,400,0.9463957277711702,0.03469390108094872,0.03527766629510892

W,2016-RunBCDEF,MD,2.5,400,800,0.9398161345034564,0.0598211031246495,0.06321678642886641

W,2016-RunBCDEF,MD,1.0,200,300,0.9042614655651481,0.0316215048707319,0.03218926479843087

W,2016-RunBCDEF,MD,1.0,300,400,0.8757183251530393,0.03414284963301184,0.03527721784960958

W,2016-RunBCDEF,MD,1.0,400,800,0.9022723963132271,0.06549020119568982,0.06770280642640181

W,2016-RunBCDEF,MD,0.5,200,300,0.8451073945199086,0.03740932701944466,0.03608965667673614

W,2016-RunBCDEF,MD,0.5,300,400,0.8659212176684473,0.03819408101916044,0.038788281650652956

W,2016-RunBCDEF,MD,0.5,400,800,0.8702821494336126,0.06541945721213815,0.06759452062068222


